Epoch,Loss
0,1.2221079156547403
1,1.1354248545539916
2,0.26304829111830014
3,0.1674172371413619
4,0.1563350638942658
5,0.15578519972200153
6,0.15217266517314476
7,0.1497653410203832
8,0.1479653981372981
9,0.1520082296848979
10,0.144705177353718
11,0.13525712424171515
12,0.13436209349195596
13,0.1346378648546525
14,0.13654805016862442
15,0.12722726673494836
16,0.1285043258051859
17,0.13184138909962828
18,0.12601253957251843
19,0.12480157671860863
20,0.1201439752698747
21,0.11697789922123167
22,0.131211481777909
23,0.12023765789281274
24,0.11603334567396811
25,0.11467258849336823
26,0.11814114788309622
27,0.11308335084930014
28,0.12456712268879423
29,0.11446872663790696
30,0.10981227242462217
31,0.11294538208204459
32,0.11185427986003309
33,0.11017539078543939
34,0.10920026520069452
35,0.11021376330812105
36,0.11124708606160472
37,0.10751599363456958
38,0.10866726038101325
39,0.1103860317643032
40,0.1104620544331815
41,0.10687203782018331
42,0.10715178926594227
43,0.10593357386503037
44,0.11205478755908241
45,0.11105569210174815
46,0.10901772171574081
47,0.10882044199978243
48,0.1086480199641567
49,0.10669908670875444
50,0.10882340639279638
51,0.10626537751866941
52,0.10482955042974922
53,0.1038066205299498
54,0.10922235511086278
55,0.109533114725267
56,0.10501803368202094
57,0.10537452605670752
58,0.10426708558041167
59,0.10822940921650519
60,0.10229181280641747
61,0.10278968414637028
62,0.10268893172797011
63,0.10615579102885497
64,0.10668588867097853
65,0.10259029092196922
66,0.10243445146568478
67,0.10611654331654155
68,0.11142409584042197
69,0.1036707523908878
70,0.10462539279419604
71,0.10352825858876083
