Epoch,Loss
0,0.20210050307939031
1,0.16293873424294922
2,0.15105689833959596
3,0.1517994835011693
4,0.15043966786461488
5,0.14686744053560757
6,0.1463932181832471
7,0.1459564082672037
8,0.14745304877220428
9,0.14715085573599102
10,0.14782399667859633
11,0.14275053041995767
12,0.14165821257383285
13,0.1426943690244211
14,0.14176039808596597
15,0.14083946302685604
16,0.14068889202984342
17,0.14029872729924442
18,0.14043667319412376
19,0.14193507016941526
20,0.13921348456567384
21,0.13982180010904227
22,0.13800064142831894
23,0.14176281924388046
24,0.13769079060143025
25,0.13482083840772524
26,0.13701983489136862
27,0.13677661096761864
28,0.13792659166552693
29,0.13408173948151675
30,0.13633960867363393
31,0.1352604883831435
32,0.1336319947234909
33,0.13256648295887716
34,0.13119381182592982
35,0.13187904663082003
36,0.13272238247948376
37,0.13199566765820503
38,0.12938808235183827
39,0.1289658689307801
40,0.13154492270183768
41,0.1285982100031067
42,0.1266627025608383
43,0.1273595361896946
44,0.12662866990870156
45,0.1259356612932106
46,0.12387485000872483
47,0.12475216095403237
48,0.1252876017416681
49,0.12546902750264707
50,0.12240607828651524
51,0.12102531533052979
52,0.12257904817306234
53,0.12264809853065475
54,0.11914681461423618
55,0.12058189920700321
56,0.11977907963495843
57,0.11701262593471234
58,0.11833304526178434
59,0.12021713335649502
60,0.11996801329346365
61,0.12108760849335294
62,0.11470972387122312
63,0.11530498901091742
64,0.1171637627816274
65,0.1157939135111468
66,0.11397065151692005
67,0.11544133135689842
68,0.11406591931850045
69,0.115577731860872
70,0.11404472493372875
71,0.11514493396136605
72,0.11332523994687933
73,0.11128792226798566
74,0.11086506096501093
75,0.1138026266500523
76,0.11701362533026571
77,0.11235747542188118
78,0.11630365403826469
79,0.11164342593443077
80,0.1121612383712836
81,0.1096735962332615
82,0.10981316270214311
83,0.10902205500389549
84,0.10935614345779304
85,0.10988098963843028
86,0.10953407781718746
87,0.1107707654642521
88,0.10936500901239672
89,0.10912890303020023
90,0.11058160187301315
91,0.11101439568172981
92,0.11007069729116288
93,0.11174391383126588
94,0.1172655565417414
