Epoch,Loss
0,34.82155173172855
1,8.322179188837493
2,1.2221082962464076
3,1.2221081212195797
4,1.1931308920823929
5,1.1186158241919992
6,1.12437773297233
7,1.1031371937832564
8,1.0648015599391207
9,1.0230417447704476
10,0.9873271715531194
11,0.9394663240563278
12,0.8956575213674199
13,0.8422385227902015
14,0.7901280299048087
15,0.7351799153751323
16,0.6873123848637758
17,0.638163226661377
18,0.5916360636085826
19,0.551183991743088
20,0.5131592443735302
21,0.47526042783300276
22,0.44306261864042384
23,0.4093628452163172
24,0.3813988003428244
25,0.3573577657497326
26,0.332072199013693
27,0.309951450173681
28,0.29102869623500355
29,0.2728921437252311
30,0.2553651333898911
31,0.2425550700989683
32,0.22796037310339748
33,0.21701733910656618
34,0.21081381211505046
35,0.20022311056393846
36,0.1948591911277809
37,0.1877286971762349
38,0.18477338791961664
39,0.18235841317405124
40,0.1785681424242008
41,0.1791381315528911
42,0.1731185100804346
43,0.17464620070555947
44,0.17217279134301225
45,0.16888986588638347
46,0.16773091153643985
47,0.16544664300792644
48,0.1654428955434849
49,0.17016912190651495
50,0.16334247516942227
51,0.16038054224118806
52,0.16705059527545432
53,0.16359891222773654
54,0.15706912414316257
55,0.15513975899653584
56,0.15578355486795084
57,0.15382077537561856
58,0.16014777890783707
59,0.17440759631697822
60,0.15403608102594374
61,0.1510525758279294
62,0.15010719399369551
63,0.1461066182790196
64,0.14453877343725366
65,0.1496610605551382
66,0.1461996292966254
67,0.14943418185286705
68,0.14659125590364627
69,0.15099678818767448
70,0.14432287303929842
71,0.13792389547133238
72,0.14261042073878905
73,0.13593591412862172
74,0.13975049011200552
75,0.1390359762384854
76,0.13203359348332644
77,0.13318434775199003
78,0.12998865843666974
79,0.12868801783515543
80,0.13045924813870313
81,0.13382236089842453
82,0.1279316442008874
83,0.12278978612836415
84,0.12508122553756526
85,0.14097289287815626
86,0.12671593908890655
87,0.14505224278988768
88,0.12071485400657035
89,0.12219973172849835
90,0.11957134388537213
91,0.11812396779325528
92,0.12504884280805761
93,0.12996483504095194
94,0.13893409910743487
95,0.1170786290718343
96,0.13057069442709657
97,0.11172534483945631
98,0.12560376227731176
99,0.11479966078008444
100,0.11672108793380927
101,0.11784891627308297
102,0.11458687340175945
103,0.11740296577419068
104,0.13127453747456372
105,0.1380428284801435
106,0.13767066839956635
107,0.11192343938459015
108,0.11518611517687298
